trip_id,trip_date,contractor_id,contractor_name,trip_status,scheduled_pickup,actual_pickup,pickup_delay_minutes,valid_pickup,on_time_flag,late_flag,early_flag,cancelled_flag,completed_flag,passenger_count,distance_miles,missing_actual_pickup,missing_actual_dropoff,missing_driver,missing_vehicle
544,2026-06-03,1,Liberty Transit Services,Completed,2026-06-03 09:40:00,2026-06-03 10:09:00,29,1,0,1,0,0,1,5,32.6,0,0,0,0
545,2026-08-19,2,Keystone Mobility,Completed,2026-08-19 21:15:00,2026-08-19 21:20:00,5,1,1,0,0,0,1,6,30.2,0,0,0,0
546,2026-08-18,5,CityRide Partners,Completed,2026-08-18 11:15:00,2026-08-18 11:24:00,9,1,1,0,0,0,1,26,23.2,0,0,0,0
547,2026-08-21,6,Regional Access Transit,Completed,2026-08-21 12:40:00,2026-08-21 12:50:00,10,1,1,0,0,0,1,45,19.0,0,0,0,0
548,2026-06-07,3,Delaware Valley Transport,Completed,2026-06-07 06:00:00,2026-06-07 05:57:00,-3,1,1,0,0,0,1,19,6.9,0,0,0,0
549,2026-06-02,6,Regional Access Transit,Completed,2026-06-02 15:40:00,2026-06-02 15:39:00,-1,1,1,0,0,0,1,40,31.8,0,0,0,0
550,2026-06-06,1,Liberty Transit Services,Completed,2026-06-06 11:50:00,2026-06-06 11:59:00,9,1,1,0,0,0,1,35,30.6,0,0,0,0
551,2026-08-11,7,Independence Transportation,Cancelled,2026-08-11 16:50:00,,,0,,,,1,0,32,33.7,1,1,0,0
552,2026-08-16,2,Keystone Mobility,No Show,2026-08-16 09:30:00,,,0,,,,0,0,43,23.5,1,1,0,0
553,2026-06-10,5,CityRide Partners,Completed,2026-06-10 19:45:00,2026-06-10 19:37:00,-8,1,0,0,1,0,1,32,20.5,0,1,0,1
554,2026-09-01,6,Regional Access Transit,Completed,2026-09-01 13:30:00,2026-09-01 13:38:00,8,1,1,0,0,0,1,8,13.2,0,0,0,0
555,2026-06-07,7,Independence Transportation,Completed,2026-06-07 11:10:00,2026-06-07 11:22:00,12,1,1,0,0,0,1,39,14.1,0,0,0,0
556,2026-08-20,1,Liberty Transit Services,Completed,2026-08-20 16:20:00,2026-08-20 16:37:00,17,1,0,1,0,0,1,20,13.1,0,0,0,0
557,2026-08-20,5,CityRide Partners,Completed,2026-08-20 09:50:00,2026-08-20 09:55:00,5,1,1,0,0,0,1,11,10.0,0,0,0,0
558,2026-09-02,4,MetroLink Operations,Completed,2026-09-02 14:00:00,2026-09-02 14:17:00,17,1,0,1,0,0,1,6,31.1,0,0,0,0
559,2026-09-02,2,Keystone Mobility,Completed,2026-09-02 08:45:00,2026-09-02 09:04:00,19,1,0,1,0,0,1,0,33.8,0,0,0,0
560,2026-06-14,1,Liberty Transit Services,Completed,2026-06-14 15:10:00,2026-06-14 15:08:00,-2,1,1,0,0,0,1,7,3.3,0,0,0,0
561,2026-06-14,1,Liberty Transit Services,Cancelled,2026-06-14 14:10:00,,,0,,,,1,0,14,19.4,1,1,1,0
562,2026-07-16,2,Keystone Mobility,Completed,2026-07-16 12:45:00,2026-07-16 12:54:00,9,1,1,0,0,0,1,23,39.0,0,0,0,0
563,2026-06-06,1,Liberty Transit Services,Completed,2026-06-06 10:45:00,2026-06-06 10:45:00,0,1,1,0,0,0,1,31,28.6,0,0,0,0
564,2026-08-31,3,Delaware Valley Transport,Completed,2026-08-31 05:15:00,2026-08-31 05:46:00,31,1,0,1,0,0,1,27,40.4,0,0,0,0
565,2026-06-19,3,Delaware Valley Transport,Completed,2026-06-19 15:15:00,2026-06-19 15:40:00,25,1,0,1,0,0,1,15,17.6,0,0,0,0
566,2026-08-03,5,CityRide Partners,Completed,2026-08-03 20:20:00,2026-08-03 20:25:00,5,1,1,0,0,0,1,23,24.6,0,0,0,0
567,2026-06-15,2,Keystone Mobility,Completed,2026-06-15 16:40:00,2026-06-15 16:55:00,15,1,1,0,0,0,1,27,17.2,0,0,0,0
568,2026-06-14,6,Regional Access Transit,Completed,2026-06-14 20:15:00,2026-06-14 20:25:00,10,1,1,0,0,0,1,47,8.0,0,0,0,1
569,2026-08-29,5,CityRide Partners,Completed,2026-08-29 20:45:00,2026-08-29 20:42:00,-3,1,1,0,0,0,1,27,29.4,0,1,0,0
570,2026-08-10,4,MetroLink Operations,Completed,2026-08-10 21:30:00,2026-08-10 21:24:00,-6,1,0,0,1,0,1,3,11.1,0,0,0,0
571,2026-09-04,2,Keystone Mobility,Completed,2026-09-04 19:50:00,2026-09-04 19:53:00,3,1,1,0,0,0,1,21,3.6,0,0,0,0
572,2026-06-21,3,Delaware Valley Transport,Completed,2026-06-21 08:10:00,2026-06-21 08:11:00,1,1,1,0,0,0,1,36,24.8,0,0,0,0
573,2026-08-01,5,CityRide Partners,Cancelled,2026-08-01 06:40:00,,,0,,,,1,0,32,10.2,1,1,0,0
574,2026-07-21,7,Independence Transportation,Completed,2026-07-21 09:10:00,2026-07-21 09:41:00,31,1,0,1,0,0,1,18,8.9,0,0,0,0
575,2026-07-30,6,Regional Access Transit,Completed,2026-07-30 07:20:00,2026-07-30 07:31:00,11,1,1,0,0,0,1,8,15.9,0,0,0,0
576,2026-08-19,3,Delaware Valley Transport,Completed,2026-08-19 06:45:00,2026-08-19 06:59:00,14,1,1,0,0,0,1,35,36.8,0,0,0,0
577,2026-06-12,7,Independence Transportation,Completed,2026-06-12 08:50:00,2026-06-12 08:58:00,8,1,1,0,0,0,1,29,12.7,0,0,0,0
578,2026-07-03,4,MetroLink Operations,Completed,2026-07-03 09:10:00,2026-07-03 09:24:00,14,1,1,0,0,0,1,20,17.3,0,0,0,0
579,2026-07-23,6,Regional Access Transit,Completed,2026-07-23 19:30:00,2026-07-23 19:35:00,5,1,1,0,0,0,1,10,25.0,0,0,0,0
580,2026-06-10,7,Independence Transportation,Completed,2026-06-10 17:50:00,2026-06-10 18:24:00,34,1,0,1,0,0,1,21,5.0,0,0,0,0
581,2026-08-17,3,Delaware Valley Transport,Completed,2026-08-17 11:50:00,2026-08-17 12:19:00,29,1,0,1,0,0,1,38,33.1,0,0,0,0
582,2026-07-17,1,Liberty Transit Services,Completed,2026-07-17 20:20:00,2026-07-17 20:32:00,12,1,1,0,0,0,1,28,36.9,0,0,0,0
583,2026-06-28,5,CityRide Partners,Cancelled,2026-06-28 10:00:00,,,0,,,,1,0,12,16.3,1,1,0,0
584,2026-08-01,4,MetroLink Operations,Cancelled,2026-08-01 10:45:00,,,0,,,,1,0,38,10.3,1,1,0,0
585,2026-08-25,6,Regional Access Transit,Completed,2026-08-25 15:40:00,2026-08-25 15:50:00,10,1,1,0,0,0,1,28,39.8,0,0,0,0
586,2026-06-17,7,Independence Transportation,Completed,2026-06-17 08:00:00,2026-06-17 08:01:00,1,1,1,0,0,0,1,36,40.2,0,0,0,0
587,2026-07-17,3,Delaware Valley Transport,Completed,2026-07-17 14:30:00,2026-07-17 14:33:00,3,1,1,0,0,0,1,27,23.2,0,0,0,0
588,2026-07-13,7,Independence Transportation,Completed,2026-07-13 10:50:00,2026-07-13 11:09:00,19,1,0,1,0,0,1,6,41.8,0,0,0,0
589,2026-06-14,7,Independence Transportation,Completed,2026-06-14 05:45:00,2026-06-14 05:37:00,-8,1,0,0,1,0,1,13,11.3,0,0,0,0
590,2026-08-10,4,MetroLink Operations,No Show,2026-08-10 08:20:00,,,0,,,,0,0,45,33.5,1,1,0,0
591,2026-06-01,4,MetroLink Operations,Cancelled,2026-06-01 12:30:00,,,0,,,,1,0,26,29.1,1,1,0,0
592,2026-07-24,1,Liberty Transit Services,Completed,2026-07-24 05:00:00,2026-07-24 05:18:00,18,1,0,1,0,0,1,3,34.2,0,0,0,0
593,2026-07-25,5,CityRide Partners,Cancelled,2026-07-25 17:15:00,,,0,,,,1,0,8,22.4,1,1,0,0
594,2026-08-13,6,Regional Access Transit,Completed,2026-08-13 13:15:00,2026-08-13 13:23:00,8,1,1,0,0,0,1,5,25.1,0,0,0,0
595,2026-09-04,1,Liberty Transit Services,Completed,2026-09-04 19:40:00,2026-09-04 19:45:00,5,1,1,0,0,0,1,17,5.8,0,0,0,0
596,2026-08-20,2,Keystone Mobility,Cancelled,2026-08-20 08:10:00,,,0,,,,1,0,11,6.2,1,1,0,0
597,2026-07-17,4,MetroLink Operations,Completed,2026-07-17 17:10:00,2026-07-17 16:55:00,-15,1,0,0,1,0,1,20,27.5,0,0,0,0
598,2026-06-21,4,MetroLink Operations,Completed,2026-06-21 14:00:00,,,0,,,,0,1,16,39.1,1,0,0,0
599,2026-08-17,2,Keystone Mobility,Completed,2026-08-17 05:15:00,2026-08-17 05:58:00,43,1,0,1,0,0,1,17,13.3,0,0,0,0
600,2026-06-12,2,Keystone Mobility,Completed,2026-06-12 14:50:00,2026-06-12 15:10:00,20,1,0,1,0,0,1,37,14.8,0,0,0,0
601,2026-06-27,7,Independence Transportation,Completed,2026-06-27 18:50:00,2026-06-27 18:41:00,-9,1,0,0,1,0,1,40,34.9,0,0,0,0
602,2026-06-22,4,MetroLink Operations,Completed,2026-06-22 21:30:00,2026-06-22 21:43:00,13,1,1,0,0,0,1,42,17.2,0,0,0,0
603,2026-07-11,2,Keystone Mobility,Completed,2026-07-11 05:40:00,2026-07-11 05:35:00,-5,1,1,0,0,0,1,38,10.9,0,0,0,0
604,2026-06-14,2,Keystone Mobility,Completed,2026-06-14 07:45:00,2026-06-14 07:27:00,-18,1,0,0,1,0,1,38,15.4,0,0,0,0
605,2026-07-01,4,MetroLink Operations,No Show,2026-07-01 14:00:00,,,0,,,,0,0,2,37.9,1,1,0,0
606,2026-06-06,5,CityRide Partners,Completed,2026-06-06 05:10:00,2026-06-06 05:18:00,8,1,1,0,0,0,1,31,26.7,0,0,0,0
607,2026-07-09,4,MetroLink Operations,Cancelled,2026-07-09 20:10:00,,,0,,,,1,0,8,6.7,1,1,0,0
608,2026-08-28,3,Delaware Valley Transport,Completed,2026-08-28 12:15:00,2026-08-28 12:22:00,7,1,1,0,0,0,1,16,15.5,0,0,0,0
609,2026-07-19,5,CityRide Partners,Completed,2026-07-19 10:15:00,2026-07-19 10:46:00,31,1,0,1,0,0,1,33,23.3,0,0,0,0
610,2026-08-01,5,CityRide Partners,Completed,2026-08-01 13:40:00,2026-08-01 13:53:00,13,1,1,0,0,0,1,31,4.9,0,0,0,0
611,2026-08-25,1,Liberty Transit Services,Completed,2026-08-25 19:45:00,2026-08-25 19:45:00,0,1,1,0,0,0,1,19,30.5,0,0,0,0
612,2026-06-20,6,Regional Access Transit,Cancelled,2026-06-20 08:15:00,,,0,,,,1,0,25,9.9,1,1,0,0
613,2026-07-25,3,Delaware Valley Transport,Completed,2026-07-25 14:10:00,2026-07-25 14:19:00,9,1,1,0,0,0,1,35,5.8,0,0,0,0
614,2026-06-28,4,MetroLink Operations,Completed,2026-06-28 17:45:00,2026-06-28 17:56:00,11,1,1,0,0,0,1,18,10.0,0,0,0,0
615,2026-08-16,2,Keystone Mobility,Completed,2026-08-16 21:50:00,2026-08-16 22:01:00,11,1,1,0,0,0,1,17,11.4,0,0,0,0
616,2026-08-29,5,CityRide Partners,Completed,2026-08-29 17:45:00,2026-08-29 17:54:00,9,1,1,0,0,0,1,18,31.5,0,0,0,0
617,2026-06-24,1,Liberty Transit Services,Completed,2026-06-24 20:30:00,2026-06-24 20:39:00,9,1,1,0,0,0,1,16,37.3,0,0,0,0
618,2026-08-26,2,Keystone Mobility,Completed,2026-08-26 16:50:00,2026-08-26 17:00:00,10,1,1,0,0,0,1,10,32.3,0,0,0,0
619,2026-06-13,7,Independence Transportation,Completed,2026-06-13 14:40:00,2026-06-13 14:24:00,-16,1,0,0,1,0,1,42,36.3,0,0,0,0
620,2026-08-16,7,Independence Transportation,Completed,2026-08-16 08:30:00,2026-08-16 08:44:00,14,1,1,0,0,0,1,36,31.8,0,0,0,0
621,2026-07-17,4,MetroLink Operations,Completed,2026-07-17 07:20:00,2026-07-17 07:41:00,21,1,0,1,0,0,1,26,39.8,0,0,0,0
622,2026-07-10,3,Delaware Valley Transport,Completed,2026-07-10 06:40:00,2026-07-10 07:13:00,33,1,0,1,0,0,1,43,8.4,0,0,0,0
623,2026-08-19,3,Delaware Valley Transport,Completed,2026-08-19 14:50:00,2026-08-19 15:01:00,11,1,1,0,0,0,1,42,35.4,0,0,0,0
624,2026-07-03,1,Liberty Transit Services,Completed,2026-07-03 16:30:00,2026-07-03 16:32:00,2,1,1,0,0,0,1,37,38.8,0,0,0,0
625,2026-06-29,3,Delaware Valley Transport,Completed,2026-06-29 20:40:00,2026-06-29 21:11:00,31,1,0,1,0,0,1,20,34.3,0,0,0,0
626,2026-08-27,2,Keystone Mobility,Completed,2026-08-27 13:15:00,2026-08-27 13:05:00,-10,1,0,0,1,0,1,27,6.3,0,0,0,0
627,2026-07-27,5,CityRide Partners,Completed,2026-07-27 21:40:00,2026-07-27 21:51:00,11,1,1,0,0,0,1,19,33.6,0,0,0,0
628,2026-08-05,5,CityRide Partners,Completed,2026-08-05 09:30:00,2026-08-05 09:36:00,6,1,1,0,0,0,1,3,13.2,0,0,0,1
629,2026-06-14,6,Regional Access Transit,Completed,2026-06-14 08:30:00,2026-06-14 08:17:00,-13,1,0,0,1,0,1,31,7.9,0,0,0,0
630,2026-08-21,6,Regional Access Transit,Completed,2026-08-21 14:30:00,2026-08-21 14:37:00,7,1,1,0,0,0,1,6,21.2,0,0,0,1
631,2026-08-04,7,Independence Transportation,Completed,2026-08-04 17:00:00,2026-08-04 16:45:00,-15,1,0,0,1,0,1,27,8.3,0,0,0,0
632,2026-06-24,1,Liberty Transit Services,Completed,2026-06-24 12:15:00,2026-06-24 12:16:00,1,1,1,0,0,0,1,42,13.4,0,0,0,0
633,2026-08-29,4,MetroLink Operations,Completed,2026-08-29 19:45:00,2026-08-29 19:50:00,5,1,1,0,0,0,1,8,21.0,0,0,0,0
634,2026-07-29,6,Regional Access Transit,Completed,2026-07-29 05:15:00,2026-07-29 05:21:00,6,1,1,0,0,0,1,9,16.4,0,0,0,0
635,2026-08-12,6,Regional Access Transit,Completed,2026-08-12 19:15:00,2026-08-12 18:57:00,-18,1,0,0,1,0,1,42,23.3,0,0,0,0
636,2026-08-29,2,Keystone Mobility,Completed,2026-08-29 16:45:00,2026-08-29 16:56:00,11,1,1,0,0,0,1,46,33.9,0,0,0,0
637,2026-06-23,1,Liberty Transit Services,Completed,2026-06-23 18:10:00,2026-06-23 18:19:00,9,1,1,0,0,0,1,44,20.3,0,0,0,0
638,2026-08-21,2,Keystone Mobility,Completed,2026-08-21 11:30:00,2026-08-21 11:20:00,-10,1,0,0,1,0,1,37,3.5,0,0,0,0
639,2026-06-13,6,Regional Access Transit,Completed,2026-06-13 06:15:00,2026-06-13 06:43:00,28,1,0,1,0,0,1,36,35.2,0,0,0,0
640,2026-07-16,5,CityRide Partners,Completed,2026-07-16 09:10:00,2026-07-16 09:12:00,2,1,1,0,0,0,1,14,4.5,0,0,0,0
641,2026-07-13,5,CityRide Partners,Completed,2026-07-13 12:30:00,2026-07-13 12:34:00,4,1,1,0,0,0,1,32,14.8,0,0,0,0
642,2026-06-08,5,CityRide Partners,Completed,2026-06-08 08:50:00,2026-06-08 09:14:00,24,1,0,1,0,0,1,46,15.5,0,0,0,0
643,2026-08-24,7,Independence Transportation,Completed,2026-08-24 12:50:00,2026-08-24 12:40:00,-10,1,0,0,1,0,1,8,13.2,0,0,0,0
644,2026-06-14,1,Liberty Transit Services,Completed,2026-06-14 20:20:00,2026-06-14 20:39:00,19,1,0,1,0,0,1,43,29.5,0,0,0,0
645,2026-08-10,1,Liberty Transit Services,Completed,2026-08-10 06:45:00,2026-08-10 07:06:00,21,1,0,1,0,0,1,3,11.9,0,0,0,0
646,2026-08-15,1,Liberty Transit Services,Completed,2026-08-15 12:45:00,2026-08-15 13:05:00,20,1,0,1,0,0,1,20,16.3,0,0,0,0
647,2026-07-02,6,Regional Access Transit,Completed,2026-07-02 09:45:00,2026-07-02 09:32:00,-13,1,0,0,1,0,1,28,30.7,0,0,0,0
648,2026-08-10,3,Delaware Valley Transport,Completed,2026-08-10 12:30:00,2026-08-10 12:39:00,9,1,1,0,0,0,1,8,35.7,0,0,0,0
649,2026-06-30,5,CityRide Partners,Completed,2026-06-30 11:10:00,2026-06-30 11:10:00,0,1,1,0,0,0,1,17,13.5,0,0,0,0
650,2026-07-09,4,MetroLink Operations,Completed,2026-07-09 06:30:00,2026-07-09 06:26:00,-4,1,1,0,0,0,1,3,28.6,0,0,0,0
